1,2,3
"当归龙荟丸(《宣明论方》)当归（酒[MASK]）龙胆（酒[MASK]）芦荟青黛栀子黄连（酒[MASK]）黄芩（酒[MASK]）黄柏（盐[MASK]）大黄（酒[MASK]）木香麝香
","当归龙荟丸(《宣明论方》) 当归（酒炒） 龙胆（酒炒） 芦荟 青黛 栀子 黄连（酒炒） 黄芩（酒炒） 黄柏（盐炒） 大黄（酒炒） 木香 麝香
","['炒', '炒', '炒', '炒', '炒', '炒']"
"当归[MASK]汤(《内外伤辨惑论》)黄芪当归
","当归补血汤(《内外伤辨惑论》) 黄芪 当归 
",['补血']
"当归[MASK](《类证治裁》)当归羚羊角赤芍生地刺蓟叶
","当归饮(《类证治裁》) 当归 羚羊角 赤芍 生地 刺蓟叶
",['饮']
"当归拈痛丸（《医学发明》)羌活人参苦参升麻葛根苍术[MASK]甘草黄芩茵陈蒿防风当归知母泽泻猪苓白术
","当归拈痛丸（《医学发明》) 羌活 人参 苦参 升麻 葛根 苍术 炙甘草 黄芩 茵陈蒿 防风 当归 知母 泽泻 猪苓 白术 
",['炙']
"竹茹汤(《[MASK]方》)竹茹半夏干姜甘草生姜大枣
","竹茹汤(《本草方》) 竹茹 半夏 干姜 甘草 生姜 大枣
",['本草']
"羊痫风丸（《卫生部药品标准．[MASK]成方制剂》)黄郁金白矾黄连磁石礞石全蝎乌梅
","羊痫风丸（《卫生部药品标准．中药成方制剂》) 黄郁金 白矾 黄连 磁石 礞石 全蝎 乌梅
",['中药']
"[MASK]左慈丸(《小儿药证直诀》)熟地黄山萸肉牡丹皮山药茯苓泽泻柴胡磁石
","耳聋左慈丸(《小儿药证直诀》) 熟地黄 山萸肉 牡丹皮 山药 茯苓 泽泻 柴胡 磁石
",['耳聋']
"芍药汤(《素问[MASK]气宜保命集》)黄芩芍药甘草黄连大黄槟榔当归木香肉桂
","芍药汤(《素问病机气宜保命集》) 黄芩 芍药 甘草 黄连 大黄 槟榔 当归 木香 肉桂
",['病机']
"芍药散(《朱氏集[MASK]》)白芍药元胡肉桂香附米
","芍药散(《朱氏集验方》) 白芍药 元胡 肉桂 香附米
",['验方']
"西瓜霜(《北京市[MASK]成方选集》)西瓜霜冰片等
","西瓜霜(《北京市中药成方选集》) 西瓜霜 冰片等
",['中药']
"西瓜霜润喉片(《北京市[MASK]成方选集》)西瓜霜冰片等
","西瓜霜润喉片(《北京市中药成方选集》) 西瓜霜 冰片等
",['中药']
"达肺丸(《四川省药品标准》)矮地茶仙鹤草瓜蒌仁（[MASK]）麻黄海浮石诃子肉苦杏仁青黛百部白芨蛤壳（[MASK]）栀子（炒焦）
","达肺丸(《四川省药品标准》) 矮地茶 仙鹤草 瓜蒌仁（炒） 麻黄 海浮石 诃子肉 苦杏仁 青黛 百部 白芨 蛤壳（煅） 栀子（炒焦）
","['炒', '煅']"
"[MASK]和汤（《外科全生集》)熟地黄麻黄鹿角胶白芥子肉桂生甘草炮姜炭
","阳和汤（《外科全生集》) 熟地黄 麻黄 鹿角胶 白芥子 肉桂 生甘草 炮姜炭 
",['阳']
"丽泽通气汤（《兰室秘藏》)黄芪苍术独活羌活防风升麻葛根[MASK]甘草川椒白芷生姜枣葱白
","丽泽通气汤（《兰室秘藏》) 黄芪 苍术 独活 羌活 防风 升麻 葛根 炙甘草 川椒 白芷 生姜 枣 葱白
",['炙']
"何人[MASK](《景岳全书》)何首乌人参当归陈皮[MASK]姜
","何人饮(《景岳全书》) 何首乌 人参 当归 陈皮 煨姜
","['饮', '煨']"
"启阳娱心丹（《[MASK]录》)人参远志茯神甘草橘红砂仁柴胡菟丝子白术枣仁当归白芍山药石菖蒲
","启阳娱心丹（《辨证录》) 人参 远志 茯神 甘草 橘红 砂仁 柴胡 菟丝子 白术 枣仁 当归 白芍 山药 石菖蒲
",['辨证']
"尪痹冲剂（《现代[MASK]》)生地熟地附片骨碎补淫羊藿独活桂枝防风蜈蚣知母皂剌羊胫骨白芍红花威灵仙伸筋草补骨脂等
","尪痹冲剂（《现代中成药》) 生地 熟地 附片 骨碎补 淫羊藿 独活 桂枝 防风 蜈蚣 知母 皂剌 羊胫骨 白芍 红花 威灵仙 伸筋草 补骨脂等
",['中成药']
"护肝片(《中华人民共和国药典》1995年版)保肝[MASK]五味子[MASK]猪胆膏粉绿豆粉
","护肝片(《中华人民共和国药典》1995年版) 保肝浸膏 五味子浸膏 猪胆膏粉 绿豆粉
","['浸膏', '浸膏']"
"杏苏二陈丸(《[MASK]》)杏仁半夏陈皮茯苓苏子甘草
","杏苏二陈丸(《验方》) 杏仁 半夏 陈皮 茯苓 苏子 甘草
",['验方']
"沉香降气散(《太平惠民和剂局方》)沉香砂仁香附子[MASK]甘草
","沉香降气散(《太平惠民和剂局方》) 沉香 砂仁 香附子 炙甘草 
",['炙']
"沉香舒郁丹(《全国[MASK]成药处方集》)广木香青皮厚朴陈皮枳壳甘草香附玄胡姜黄柴胡蔻仁沉香砂仁
","沉香舒郁丹(《全国中药成药处方集》) 广木香 青皮 厚朴 陈皮 枳壳 甘草 香附 玄胡 姜黄 柴胡 蔻仁 沉香 砂仁
",['中药']
"牡蛎散（《太平惠民和剂局方》)[MASK]牡蛎黄芪麻黄根浮小麦
","牡蛎散（《太平惠民和剂局方》) 煅牡蛎 黄芪 麻黄根 浮小麦
",['煅']
"纯阳[MASK]丸(《[MASK]成方配本》)官桂公丁香青木香生苍术生白术广皮制半夏白茯苓广藿香花椒红灵丹
","纯阳正气丸(《中药成方配本》) 官桂 公丁香 青木香 生苍术 生白术 广皮 制半夏 白茯苓 广藿香 花椒 红灵丹
","['正气', '中药']"
"补中益气口服液(《中华人民共和国》)党参黄芪白术当归陈皮升麻柴胡[MASK]甘草
","补中益气口服液(《中华人民共和国》)党参 黄芪 白术 当归 陈皮 升麻 柴胡 炙甘草
",['炙']
"补天育麟丹（《[MASK]录》)鹿茸人参山芋熟地肉苁蓉巴戟天[MASK]白术[MASK]黄芪淫羊藿山药芡实当归蛇床子菟丝子柏子仁肉桂海狗肾黄连锁阳人胞麦冬北五味子砂仁
","补天育麟丹（《辨证录》) 鹿茸 人参 山芋 熟地 肉苁蓉 巴戟天 炒白术 炙黄芪 淫羊藿 山药 芡实 当归 蛇床子 菟丝子 柏子仁 肉桂 海狗肾 黄连 锁阳 人胞 麦冬 北五味子 砂仁
","['辨证', '炒', '炙']"
"[MASK]还伍汤（《医林改错》)黄芪归尾赤芍地龙川芎桃仁当归甘草
","补阳还伍汤（《医林改错》) 黄芪 归尾 赤芍 地龙 川芎 桃仁 当归 甘草
",['补阳']
"补阴升提汤(《[MASK]录》)人参熟地白芍山萸肉茯苓山药五味子升麻诃子
","补阴升提汤(《辨证录》) 人参 熟地 白芍 山萸肉 茯苓 山药 五味子 升麻 诃子
",['辨证']
"补肝汤(《医宗金鉴》)当归白芍川芎熟地酸枣仁木瓜[MASK]甘草
","补肝汤(《医宗金鉴》) 当归 白芍 川芎 熟地 酸枣仁 木瓜 炙甘草
",['炙']
"补肺丸(《中国基本[MASK]》)党参黄芪熟地五味子紫菀桑白皮
","补肺丸(《中国基本中成药》) 党参 黄芪 熟地 五味子 紫菀 桑白皮
",['中成药']
"补肾丸(《太平圣惠方》)肉苁蓉菟丝子巴戟肉人参黄芪熟地黄石斛附子肉桂牛膝麦冬柏子仁茯苓山茱萸防风羌活丹参五味子磁石远志[MASK]甘草
","补肾丸(《太平圣惠方》) 肉苁蓉 菟丝子 巴戟肉 人参 黄芪 熟地黄 石斛 附子 肉桂 牛膝 麦冬 柏子仁 茯苓 山茱萸 防风 羌活 丹参 五味子 磁石 远志 炙甘草
",['炙']
"补脾胃泻[MASK]升阳汤(《脾胃论》)柴胡[MASK]甘草黄芪苍术羌活升麻人参黄芩黄连石膏
","补脾胃泻阴火升阳汤(《脾胃论》) 柴胡 炙甘草 黄芪 苍术 羌活 升麻 人参 黄芩 黄连 石膏
","['阴火', '炙']"
"[MASK]逐瘀汤（《医林改错》)当归川芎桃仁红花五灵脂没药香附牛膝秦艽羌活地龙
","身痛逐瘀汤（《医林改错》) 当归 川芎 桃仁 红花 五灵脂 没药 香附 牛膝 秦艽 羌活 地龙
",['身痛']
"附子理中汤（《三因极一病证方论》)炮附子人参炮干姜[MASK]甘草白术
","附子理中汤（《三因极一病证方论》) 炮附子 人参 炮干姜 炙甘草 白术
",['炙']
"附子理苓汤(《内经拾遗》)附子干姜[MASK]甘草人参白术猪苓赤茯苓泽泻官桂
","附子理苓汤(《内经拾遗》) 附子 干姜 炙甘草 人参 白术 猪苓 赤茯苓 泽泻 官桂
",['炙']
"附桂理中汤（《全国[MASK]成药处方集》）附子肉桂干姜人参白术甘草
","附桂理中汤（《全国中药成药处方集》） 附子 肉桂 干姜 人参 白术 甘草
",['中药']
"鸡苏散(《宣明方论》)[MASK]甘草滑石薄荷
","鸡苏散(《宣明方论》) 炙甘草 滑石 薄荷
",['炙']
"鸡鸣定喘丸(《中国基本[MASK]》)麻黄马蔸铃旋复花莱菔子陈皮半夏款冬花人参甘草五味子知母阿胶桔梗
","鸡鸣定喘丸(《中国基本中成药》) 麻黄 马蔸铃 旋复花 莱菔子 陈皮 半夏 款冬花 人参 甘草 五味子 知母 阿胶 桔梗
",['中成药']
"麦冬清肺[MASK]（《东垣十方·内外伤辨惑论》)紫菀黄芪白芍甘草人参麦冬当归五味子
","麦冬清肺饮（《东垣十方·内外伤辨惑论》) 紫菀 黄芪 白芍 甘草 人参 麦冬 当归 五味子
",['饮']
"龟鹿补肾片(《中国基本[MASK]》)龟板胶鹿角胶生地黄熟地黄山药泽泻茯苓首乌黄精玉竹天冬当归川芎龙眼肉鹿角肉苁蓉覆盆子沉香五味子巴戟天狗脊牛膝续断大青盐芡实菟丝子覆盆子沉香五味子党参白术木香陈皮[MASK]甘草
","龟鹿补肾片(《中国基本中成药》) 龟板胶 鹿角胶 生地黄 熟地黄 山药 泽泻 茯苓 首乌 黄精 玉竹 天冬 当归 川芎 龙眼肉 鹿角 肉苁蓉 覆盆子 沉香 五味子 巴戟天 狗脊 牛膝 续断 大青盐 芡实 菟丝子 覆盆子 沉香 五味子 党参 白术 木香 陈皮 炙甘草
","['中成药', '炙']"
"参苏[MASK](《太平惠民和剂局方》)人参紫苏叶葛根前胡法半夏茯苓枳壳橘红桔梗甘草木香生姜大枣
","参苏饮(《太平惠民和剂局方》) 人参 紫苏叶 葛根 前胡 法半夏 茯苓 枳壳 橘红 桔梗 甘草 木香 生姜 大枣
",['饮']
"参附龙牡汤（《[MASK]》）人参附子龙骨牡蛎
","参附龙牡汤（《验方》） 人参 附子 龙骨 牡蛎
",['验方']
"取渊汤（《[MASK]录》)辛夷当归柴胡[MASK]栀子玄参贝母
","取渊汤（《辨证录》) 辛夷 当归 柴胡 炒栀子 玄参 贝母
","['辨证', '炒']"
"和中理脾丸(《北京市[MASK]成方选集》)香附茯苓苍术厚朴山楂神曲麦芽莱菔子枳壳藿香白豆蔻木香甘草白术半夏砂仁党参橘皮
","和中理脾丸(《北京市中药成方选集》) 香附 茯苓 苍术 厚朴 山楂 神曲 麦芽 莱菔子 枳壳 藿香 白豆蔻 木香 甘草 白术 半夏 砂仁 党参 橘皮
",['中药']
"固肾定喘丸(《中国基本[MASK]》)附子肉桂油补骨脂益智仁金樱子熟地黄牡丹皮泽泻茯苓车前子牛膝山药砂仁
","固肾定喘丸(《中国基本中成药》) 附子 肉桂油 补骨脂 益智仁 金樱子 熟地黄 牡丹皮 泽泻 茯苓 车前子 牛膝 山药 砂仁
",['中成药']
"定喘丸(《中国基本[MASK]》)桑白皮生地黄知母紫苏梗莱菔子款冬花白芥子紫苏子苦杏仁川贝母紫菀陈皮法半夏茯苓百部麦门冬麦门冬黄芪白术当归蛤粉烫阿胶首乌紫苏叶
","定喘丸(《中国基本中成药》) 桑白皮 生地黄 知母 紫苏梗 莱菔子 款冬花 白芥子 紫苏子 苦杏仁 川贝母 紫菀 陈皮 法半夏 茯苓 百部 麦门冬 麦门冬 黄芪 白术 当归 蛤粉烫阿胶 首乌 紫苏叶
",['中成药']
"定搐化风丸（《卫生部药品标准．[MASK]成方制剂》)全蝎黄连甘草桔梗蝉蜕防风羌活僵蚕麻黄大黄法半夏牛黄麝香冰片
","定搐化风丸（《卫生部药品标准．中药成方制剂》) 全蝎 黄连 甘草 桔梗 蝉蜕 防风 羌活 僵蚕 麻黄 大黄 法半夏 牛黄 麝香 冰片
",['中药']
"宝咳宁颗粒（冲剂）(《中华人民共和国药典》)紫苏叶桑叶前胡浙贝母麻黄桔梗天南星（制）陈皮苦杏仁（[MASK]）黄芩青黛天花粉枳壳（麸[MASK]）山楂（[MASK]）甘草牛黄
","宝咳宁颗粒（冲剂）(《中华人民共和国药典》) 紫苏叶 桑叶 前胡 浙贝母 麻黄 桔梗 天南星（制） 陈皮 苦杏仁（炒） 黄芩 青黛 天花粉 枳壳（麸炒） 山楂（炒） 甘草 牛黄
","['炒', '炒', '炒']"
"抽薪[MASK](《景岳全书》)黄芩石斛木通栀子黄柏枳壳泽泻甘草
","抽薪饮(《景岳全书》) 黄芩 石斛 木通 栀子 黄柏 枳壳 泽泻 甘草
",['饮']
"昆明山海棠片(《现代[MASK]》)昆明山海棠
","昆明山海棠片(《现代中成药》) 昆明山海棠
",['中成药']
"河间葛根汤(《景岳全书》)葛根桂根川芎细辛防风麻黄枳壳芍药人参[MASK]甘草
","河间葛根汤(《景岳全书》) 葛根 桂根 川芎 细辛 防风 麻黄 枳壳 芍药 人参 炙甘草 
",['炙']
"泻白丸(《天津市[MASK]规范》)麻黄苦杏仁（[MASK]）石膏甘草薄荷紫苏叶瓜蒌仁前胡葶苈子桑白皮紫菀款冬花川贝母
","泻白丸(《天津市中药规范》) 麻黄 苦杏仁（炒） 石膏 甘草 薄荷 紫苏叶 瓜蒌仁 前胡 葶苈子 桑白皮 紫菀 款冬花 川贝母 
","['中药', '炒']"
"[MASK]甘草汤(《伤寒论》)[MASK]甘草人参桂枝生姜阿胶生地麦冬火麻仁大枣
","炙甘草汤(《伤寒论》) 炙甘草 人参 桂枝 生姜 阿胶 生地 麦冬 火麻仁 大枣
","['炙', '炙']"
"[MASK]汤（《金匮要略》)甘草干姜茯苓白术
","肾着汤（《金匮要略》) 甘草 干姜 茯苓 白术
",['肾着']
"苓甘[MASK]姜辛汤(《金匮要略》)茯苓甘草干姜细辛五味子
","苓甘五味姜辛汤(《金匮要略》) 茯苓 甘草 干姜 细辛 五味子
",['五味']
"苓桂术甘汤（《金匮要略》)茯苓桂枝白术[MASK]甘草
","苓桂术甘汤（《金匮要略》)茯苓 桂枝 白术 炙甘草
",['炙']
"金水六君煎(《新方八阵》)当归茯苓半夏熟地陈皮[MASK]甘草
","金水六君煎(《新方八阵》) 当归 茯苓 半夏 熟地 陈皮 炙甘草 
",['炙']
"金刚丸(《赤水玄珠》)川萆薢[MASK]杜仲
","金刚丸(《赤水玄珠》) 川萆薢 炒杜仲
",['炒']
"金匮[MASK]丸（《金匮要略》)（又名[MASK]丸）桂枝附子熟地山芋肉山药茯苓丹皮泽泻
","金匮肾气丸（《金匮要略》) （又名肾气丸） 桂枝 附子 熟地 山芋肉 山药 茯苓 丹皮 泽泻
","['肾气', '肾气']"
"保肺定喘丸(《中国基本[MASK]》)姜半夏川贝母全瓜蒌麻黄苦杏仁紫菀款冬花代赭石枇杷叶橘红石膏紫苏子甘草前胡白前旋复花
","保肺定喘丸(《中国基本中成药》) 姜半夏 川贝母 全瓜蒌 麻黄 苦杏仁 紫菀 款冬花 代赭石 枇杷叶 橘红 石膏 紫苏子 甘草 前胡 白前 旋复花
",['中成药']
"养心安神丸（《卫生部药品标准．[MASK]成方制剂》)黄精丹参知母五味子首乌当归磁石酸枣仁远志
","养心安神丸（《卫生部药品标准．中药成方制剂》) 黄精 丹参 知母 五味子 首乌 当归 磁石 酸枣仁 远志
",['中药']
"养心汤（《证治准绳》)黄芪茯苓茯神当归川芎[MASK]甘草半夏曲柏子仁酸枣仁远志五味子人参肉桂
","养心汤（《证治准绳》) 黄芪 茯苓 茯神 当归 川芎 炙甘草 半夏曲 柏子仁 酸枣仁 远志 五味子 人参 肉桂
",['炙']
"养心定悸膏（《卫生部药品标准·[MASK]成方制剂》)地黄麦冬红参大枣阿胶黑芝麻桂枝生姜甘草
","养心定悸膏（《卫生部药品标准·中药成方制剂》) 地黄 麦冬 红参 大枣 阿胶 黑芝麻 桂枝 生姜 甘草
",['中药']
"[MASK]方(《丹溪心法》)青黛海蛤粉栀子瓜蒌仁诃子
","咳血方(《丹溪心法》) 青黛 海蛤粉 栀子 瓜蒌仁 诃子
",['咳血']
"[MASK]丹参片（《中华人民共和国药典》)丹参冰片三七
","复方丹参片（《中华人民共和国药典》) 丹参 冰片 三七
",['复方']
"[MASK]丹参注射液（《上海市药品标准》)丹参降香
","复方丹参注射液（《上海市药品标准》) 丹参 降香
",['复方']
"[MASK]五味子片（《卫生部药品标准．[MASK]成方制剂》)五味子刺五加等
","复方五味子片（《卫生部药品标准．中药成方制剂》) 五味子 刺五加等
","['复方', '中药']"
"[MASK]天仙胶囊(《新编常用[MASK]手册》)天花粉威灵仙黄芪乳香（制）没药（制）猪苓白花蛇舌草女贞子白术甘草牛黄等
","复方天仙胶囊(《新编常用中成药手册》) 天花粉 威灵仙 黄芪 乳香（制） 没药（制） 猪苓 白花蛇舌草 女贞子 白术 甘草 牛黄等
","['复方', '中成药']"
"[MASK]羊角胶囊(《中国药物大全》)羊角川芎白芷川乌（制）
","复方羊角胶囊(《中国药物大全》) 羊角 川芎 白芷 川乌（制）
",['复方']
"[MASK]枇杷叶膏(《浙江省药品标准》)枇杷叶车前草百部苦杏仁桔梗麻黄浙贝母甘草薄荷油
","复方枇杷叶膏(《浙江省药品标准》) 枇杷叶 车前草 百部 苦杏仁 桔梗 麻黄 浙贝母 甘草 薄荷油
",['复方']
"[MASK]金荞麦片(《上海市药品标准》)金荞麦鱼腥草百部穿心莲干蟾蜍
","复方金荞麦片(《上海市药品标准》) 金荞麦 鱼腥草 百部 穿心莲 干蟾蜍 
",['复方']
"[MASK]鱼腥草片(《四川省药品标准》)鱼腥草板蓝根黄芩金银花连翘等
","复方鱼腥草片(《四川省药品标准》) 鱼腥草 板蓝根 黄芩 金银花 连翘等
",['复方']
"[MASK]鲜竹沥(《浙江省药品标准》)鲜竹沥鱼腥草生半夏鲜生姜枇杷叶桔梗薄荷油
","复方鲜竹沥(《浙江省药品标准》) 鲜竹沥 鱼腥草 生半夏 鲜生姜 枇杷叶 桔梗 薄荷油
",['复方']
"指迷汤(《[MASK]录》)人参白术半夏神曲制南星甘草菖蒲陈皮附片肉蓉
","指迷汤(《辨证录》) 人参 白术 半夏 神曲 制南星 甘草 菖蒲 陈皮 附片 肉 蓉
",['辨证']
"枳壳[MASK]散(《普济本事方》)枳壳细辛川芎桔梗防风葛根甘草
","枳壳煮散(《普济本事方》) 枳壳 细辛 川芎 桔梗 防风 葛根 甘草
",['煮']
"活血通脉片（《卫生部药品标准·[MASK]成方制剂》)鸡血藤红花丹参三七郁金桃仁枸杞人参黄精
","活血通脉片（《卫生部药品标准·中药成方制剂》) 鸡血藤 红花 丹参 三七 郁金 桃仁 枸杞 人参 黄精
",['中药']
"济生[MASK]丸(《济生方》)地黄山药山茱萸丹皮茯苓泽泻炮附子桂枝牛膝车前子
","济生肾气丸(《济生方》) 地黄 山药 山茱萸 丹皮 茯苓 泽泻 炮附子 桂枝 牛膝 车前子
",['肾气']
